word,global_frequency_percent,document_frequency_percent,global_freq_score,document_freq_score,avg_tfidf_score,combined_score
500-cart,0.000,0.003,1.000,0.005,0.020,0.010
caravans,0.000,0.003,1.000,0.005,0.020,0.010
compliments,0.000,0.003,1.000,0.005,0.020,0.010
hesitated,0.000,0.003,1.000,0.005,0.020,0.010
hinduism,0.000,0.003,1.000,0.005,0.020,0.010
one-eighth,0.000,0.003,1.000,0.005,0.020,0.010
instigators,0.000,0.003,1.000,0.005,0.020,0.010
destabilization,0.000,0.003,1.000,0.005,0.020,0.010
isis,0.000,0.003,1.000,0.005,0.020,0.010
perpetrated,0.000,0.003,1.000,0.005,0.020,0.010
instigated,0.000,0.003,1.000,0.005,0.020,0.010
outstanding,0.000,0.003,1.000,0.005,0.020,0.010
one-off,0.000,0.003,1.000,0.005,0.020,0.010
assuredly,0.000,0.003,1.000,0.005,0.020,0.010
smacks,0.000,0.003,1.000,0.005,0.020,0.010
scrupulous,0.000,0.003,1.000,0.005,0.020,0.010
next-door,0.000,0.003,1.000,0.005,0.020,0.010
scrupulosity,0.000,0.003,1.000,0.005,0.020,0.010
craw,0.000,0.003,1.000,0.005,0.020,0.010
eagles,0.000,0.003,1.000,0.005,0.020,0.010
fans,0.000,0.003,1.000,0.005,0.020,0.010
riot,0.000,0.003,1.000,0.005,0.020,0.010
philadelphia,0.000,0.003,1.000,0.005,0.020,0.010
sternly,0.000,0.003,1.000,0.005,0.020,0.010
embarking,0.000,0.003,1.000,0.005,0.020,0.010
no-brainer,0.000,0.003,1.000,0.005,0.020,0.010
begrudgingly,0.000,0.003,1.000,0.005,0.020,0.010
scruple,0.000,0.003,1.000,0.005,0.020,0.010
fuang,0.000,0.003,1.000,0.005,0.019,0.010
subordinate,0.000,0.003,1.000,0.005,0.019,0.010
rouse,0.000,0.003,1.000,0.005,0.019,0.010
materialistic,0.000,0.003,1.000,0.005,0.019,0.010
preferable,0.000,0.003,1.000,0.005,0.019,0.010
stables,0.000,0.003,1.000,0.005,0.019,0.010
bach,0.000,0.003,1.000,0.005,0.019,0.010
apartments,0.000,0.003,1.000,0.005,0.019,0.010
tank,0.000,0.003,1.000,0.005,0.019,0.010
pesticide,0.000,0.003,1.000,0.005,0.019,0.010
fertilizer,0.000,0.003,1.000,0.005,0.019,0.010
bangkok,0.000,0.003,1.000,0.005,0.019,0.010
ass,0.000,0.003,1.000,0.005,0.019,0.010
mommy,0.000,0.003,1.000,0.005,0.019,0.010
geoff,0.000,0.003,1.000,0.005,0.019,0.010
becomings,0.000,0.003,1.000,0.005,0.019,0.010
bo,0.000,0.003,1.000,0.005,0.019,0.010
proactive,0.000,0.003,1.000,0.005,0.019,0.010
scrolled,0.000,0.003,1.000,0.005,0.019,0.010
even,0.003,0.965,0.997,0.071,0.001,0.010
rob's,0.000,0.003,1.000,0.005,0.018,0.010
co-opting,0.000,0.003,1.000,0.005,0.018,0.010
21-year-old,0.000,0.003,1.000,0.005,0.018,0.010
tulane,0.000,0.003,1.000,0.005,0.018,0.010
oats,0.000,0.003,1.000,0.005,0.018,0.010
bachelor's,0.000,0.003,1.000,0.005,0.018,0.010
gusto,0.000,0.003,1.000,0.005,0.018,0.010
asanas,0.000,0.003,1.000,0.005,0.018,0.010
admiring,0.000,0.003,1.000,0.005,0.018,0.010
celibates,0.000,0.003,1.000,0.005,0.018,0.010
partnerships,0.000,0.003,1.000,0.005,0.018,0.010
planners,0.000,0.003,1.000,0.005,0.018,0.010
naropa's,0.000,0.003,1.000,0.005,0.018,0.010
onslaught,0.000,0.003,1.000,0.005,0.018,0.010
abbreviate,0.000,0.003,1.000,0.005,0.018,0.010
unlove,0.000,0.003,1.000,0.005,0.018,0.010
unaddressed,0.000,0.003,1.000,0.005,0.018,0.010
crises,0.000,0.003,1.000,0.005,0.018,0.010
supercharged,0.000,0.003,1.000,0.005,0.018,0.010
taoists,0.000,0.003,1.000,0.005,0.018,0.010
disabled,0.000,0.003,1.000,0.005,0.018,0.010
disregard,0.000,0.003,1.000,0.005,0.018,0.010
desensitized,0.000,0.003,1.000,0.005,0.018,0.010
incarnates,0.000,0.003,1.000,0.005,0.018,0.010
evading,0.000,0.003,1.000,0.005,0.018,0.010
counteracting,0.000,0.003,1.000,0.005,0.018,0.010
grandfather's,0.000,0.003,1.000,0.005,0.018,0.010
roommates,0.000,0.003,1.000,0.005,0.018,0.010
paranoia,0.000,0.003,1.000,0.005,0.018,0.010
commune,0.000,0.003,1.000,0.005,0.018,0.010
sized,0.000,0.003,1.000,0.005,0.018,0.010
tim,0.000,0.003,1.000,0.005,0.018,0.010
leary,0.000,0.003,1.000,0.005,0.018,0.010
rota,0.000,0.003,1.000,0.005,0.018,0.010
cleanup,0.000,0.003,1.000,0.005,0.018,0.010
eco-dharma,0.000,0.003,1.000,0.005,0.018,0.010
pupils,0.000,0.003,1.000,0.005,0.018,0.010
herron,0.000,0.003,1.000,0.005,0.018,0.010
colorless,0.000,0.003,1.000,0.005,0.018,0.010
adrift,0.000,0.003,1.000,0.005,0.018,0.010
converged,0.000,0.003,1.000,0.005,0.018,0.010
circumference,0.000,0.003,1.000,0.005,0.018,0.010
reshaped,0.000,0.003,1.000,0.005,0.018,0.010
long's,0.000,0.003,1.000,0.005,0.018,0.010
overlooks,0.000,0.003,1.000,0.005,0.018,0.010
interconnects,0.000,0.003,1.000,0.005,0.018,0.010
jam,0.000,0.003,1.000,0.005,0.018,0.010
denver,0.000,0.003,1.000,0.005,0.018,0.010
satori,0.000,0.003,1.000,0.005,0.018,0.010
unitive,0.000,0.003,1.000,0.005,0.018,0.010
prayed,0.000,0.003,1.000,0.005,0.018,0.010
venues,0.000,0.003,1.000,0.005,0.018,0.010
flattening,0.000,0.003,1.000,0.005,0.018,0.010
desensitize,0.000,0.003,1.000,0.005,0.018,0.010
joyce,0.000,0.003,1.000,0.005,0.018,0.010
dubliners,0.000,0.003,1.000,0.005,0.018,0.010
duffy,0.000,0.003,1.000,0.005,0.018,0.010
rolfers,0.000,0.003,1.000,0.005,0.018,0.010
giveaway,0.000,0.003,1.000,0.005,0.018,0.010
eckhart,0.000,0.003,1.000,0.005,0.018,0.010
tolle,0.000,0.003,1.000,0.005,0.018,0.010
l,0.000,0.003,1.000,0.005,0.018,0.010
knost,0.000,0.003,1.000,0.005,0.018,0.010
soul-healing,0.000,0.003,1.000,0.005,0.018,0.010
breathtakingly,0.000,0.003,1.000,0.005,0.018,0.010
fritz,0.000,0.003,1.000,0.005,0.018,0.010
perls,0.000,0.003,1.000,0.005,0.018,0.010
rehab,0.000,0.003,1.000,0.005,0.018,0.010
privileged,0.000,0.003,1.000,0.005,0.018,0.010
mid-30s,0.000,0.003,1.000,0.005,0.018,0.010
rounded,0.000,0.003,1.000,0.005,0.018,0.010
slumped,0.000,0.003,1.000,0.005,0.018,0.010
romantically,0.000,0.003,1.000,0.005,0.018,0.010
sob,0.000,0.003,1.000,0.005,0.018,0.010
excruciatingly,0.000,0.003,1.000,0.005,0.018,0.010
intervened,0.000,0.003,1.000,0.005,0.018,0.010
guessed,0.000,0.003,1.000,0.005,0.018,0.010
incident,0.000,0.003,1.000,0.005,0.018,0.010
fiance,0.000,0.003,1.000,0.005,0.018,0.010
heartless,0.000,0.003,1.000,0.005,0.018,0.010
julie's,0.000,0.003,1.000,0.005,0.018,0.010
pleaser,0.000,0.003,1.000,0.005,0.018,0.010
noes,0.000,0.003,1.000,0.005,0.018,0.010
overextended,0.000,0.003,1.000,0.005,0.018,0.010
wrestled,0.000,0.003,1.000,0.005,0.018,0.010
self-compassionate,0.000,0.003,1.000,0.005,0.018,0.010
s-a-m-m-a,0.000,0.003,1.000,0.005,0.018,0.010
piggybacked,0.000,0.003,1.000,0.005,0.018,0.010
loy,0.000,0.003,1.000,0.005,0.018,0.010
augustus,0.000,0.003,1.000,0.005,0.018,0.010
outgrowing,0.000,0.003,1.000,0.005,0.018,0.010
dissociation,0.000,0.003,1.000,0.005,0.018,0.010
illiteracy,0.000,0.003,1.000,0.005,0.018,0.010
immaturity,0.000,0.003,1.000,0.005,0.018,0.010
full-blooded,0.000,0.003,1.000,0.005,0.018,0.010
newfound,0.000,0.003,1.000,0.005,0.018,0.010
firsthand,0.000,0.003,1.000,0.005,0.018,0.010
faulds,0.000,0.003,1.000,0.005,0.018,0.010
time,0.005,0.970,0.995,0.060,0.002,0.010
bookshop,0.000,0.003,1.000,0.005,0.014,0.009
audiobook,0.000,0.003,1.000,0.005,0.014,0.009
synthesis,0.000,0.003,1.000,0.005,0.014,0.009
wide-ranging,0.000,0.003,1.000,0.005,0.014,0.009
memoir,0.000,0.003,1.000,0.005,0.014,0.009
contemporaries,0.000,0.003,1.000,0.005,0.014,0.009
stoicism,0.000,0.003,1.000,0.005,0.014,0.009
epicureanism,0.000,0.003,1.000,0.005,0.014,0.009
stoics,0.000,0.003,1.000,0.005,0.014,0.009
epicureans,0.000,0.003,1.000,0.005,0.014,0.009
skeptics,0.000,0.003,1.000,0.005,0.014,0.009
scholarship,0.000,0.003,1.000,0.005,0.014,0.009
gombrich,0.000,0.003,1.000,0.005,0.014,0.009
heinz,0.000,0.003,1.000,0.005,0.014,0.009
bechert,0.000,0.003,1.000,0.005,0.014,0.009
persuasively,0.000,0.003,1.000,0.005,0.014,0.009
bce,0.000,0.003,1.000,0.005,0.014,0.009
inhabited,0.000,0.003,1.000,0.005,0.014,0.009
morphed,0.000,0.003,1.000,0.005,0.014,0.009
bolted,0.000,0.003,1.000,0.005,0.014,0.009
21st-century,0.000,0.003,1.000,0.005,0.014,0.009
proficient,0.000,0.003,1.000,0.005,0.014,0.009
epistemology,0.000,0.003,1.000,0.005,0.014,0.009
ontology,0.000,0.003,1.000,0.005,0.014,0.009
optimally,0.000,0.003,1.000,0.005,0.014,0.009
sole,0.000,0.003,1.000,0.005,0.014,0.009
primacy,0.000,0.003,1.000,0.005,0.014,0.009
victorians,0.000,0.003,1.000,0.005,0.014,0.009
sophrosyne,0.000,0.003,1.000,0.005,0.014,0.009
moderation,0.000,0.003,1.000,0.005,0.014,0.009
summing,0.000,0.003,1.000,0.005,0.014,0.009
clear-thinking,0.000,0.003,1.000,0.005,0.014,0.009
organically,0.000,0.003,1.000,0.005,0.014,0.009
constituted,0.000,0.003,1.000,0.005,0.014,0.009
dikaiosyne,0.000,0.003,1.000,0.005,0.014,0.009
categorized,0.000,0.003,1.000,0.005,0.014,0.009
samana,0.000,0.003,1.000,0.005,0.014,0.009
sarvastivada,0.000,0.003,1.000,0.005,0.014,0.009
tidily,0.000,0.003,1.000,0.005,0.014,0.009
underpins,0.000,0.003,1.000,0.005,0.014,0.009
eudaimonia,0.000,0.003,1.000,0.005,0.014,0.009
delving,0.000,0.003,1.000,0.005,0.014,0.009
battles,0.000,0.003,1.000,0.005,0.014,0.009
incoherent,0.000,0.003,1.000,0.005,0.014,0.009
differed,0.000,0.003,1.000,0.005,0.014,0.009
withdrew,0.000,0.003,1.000,0.005,0.014,0.009
renounced,0.000,0.003,1.000,0.005,0.014,0.009
democratic,0.000,0.003,1.000,0.005,0.014,0.009
gadfly,0.000,0.003,1.000,0.005,0.014,0.009
slumbering,0.000,0.003,1.000,0.005,0.014,0.009
dialogical,0.000,0.003,1.000,0.005,0.014,0.009
xenophon,0.000,0.003,1.000,0.005,0.014,0.009
thucydides,0.000,0.003,1.000,0.005,0.014,0.009
mouthpiece,0.000,0.003,1.000,0.005,0.014,0.009
counter-image,0.000,0.003,1.000,0.005,0.014,0.009
jeta's,0.000,0.003,1.000,0.005,0.014,0.009
enumerates,0.000,0.003,1.000,0.005,0.014,0.009
gahapati,0.000,0.003,1.000,0.005,0.014,0.009
township,0.000,0.003,1.000,0.005,0.014,0.009
forbidden,0.000,0.003,1.000,0.005,0.014,0.009
paucity,0.000,0.003,1.000,0.005,0.014,0.009
simplistically,0.000,0.003,1.000,0.005,0.014,0.009
populations,0.000,0.003,1.000,0.005,0.014,0.009
rohingyas,0.000,0.003,1.000,0.005,0.014,0.009
tamils,0.000,0.003,1.000,0.005,0.014,0.009
brian,0.000,0.003,1.000,0.005,0.014,0.009
paints,0.000,0.003,1.000,0.005,0.014,0.009
islamic,0.000,0.003,1.000,0.005,0.014,0.009
lankans,0.000,0.003,1.000,0.005,0.014,0.009
vipula,0.000,0.003,1.000,0.005,0.014,0.009
unruly,0.000,0.003,1.000,0.005,0.014,0.009
prodding,0.000,0.003,1.000,0.005,0.014,0.009
accosts,0.000,0.003,1.000,0.005,0.014,0.009
overrides,0.000,0.003,1.000,0.005,0.014,0.009
theologians,0.000,0.003,1.000,0.005,0.014,0.009
legalism,0.000,0.003,1.000,0.005,0.014,0.009
beholden,0.000,0.003,1.000,0.005,0.014,0.009
over-negated,0.000,0.003,1.000,0.005,0.014,0.009
muddied,0.000,0.003,1.000,0.005,0.014,0.009
victorian-type,0.000,0.003,1.000,0.005,0.014,0.009
hallmarks,0.000,0.003,1.000,0.005,0.014,0.009
mel,0.000,0.003,1.000,0.005,0.014,0.009
weitsman,0.000,0.003,1.000,0.005,0.014,0.009
drinker,0.000,0.003,1.000,0.005,0.014,0.009
sona's,0.000,0.003,1.000,0.005,0.014,0.009
herodotus,0.000,0.003,1.000,0.005,0.014,0.009
historian,0.000,0.003,1.000,0.005,0.014,0.009
persia,0.000,0.003,1.000,0.005,0.014,0.009
indus,0.000,0.003,1.000,0.005,0.014,0.009
gandhara,0.000,0.003,1.000,0.005,0.014,0.009
settlers,0.000,0.003,1.000,0.005,0.014,0.009
persian,0.000,0.003,1.000,0.005,0.014,0.009
northwest,0.000,0.003,1.000,0.005,0.014,0.009
milinda,0.000,0.003,1.000,0.005,0.014,0.009
menander,0.000,0.003,1.000,0.005,0.014,0.009
nagasena,0.000,0.003,1.000,0.005,0.014,0.009
skeptic,0.000,0.003,1.000,0.005,0.014,0.009
pyrrho,0.000,0.003,1.000,0.005,0.014,0.009
deaths,0.000,0.003,1.000,0.005,0.014,0.009
heleno-buddhist,0.000,0.003,1.000,0.005,0.014,0.009
maharashtra,0.000,0.003,1.000,0.005,0.014,0.009
karli,0.000,0.003,1.000,0.005,0.014,0.009
chipped,0.000,0.003,1.000,0.005,0.014,0.009
meager,0.000,0.003,1.000,0.005,0.014,0.009
operationalizing,0.000,0.003,1.000,0.005,0.014,0.009
stumped,0.000,0.003,1.000,0.005,0.014,0.009
hardcore,0.000,0.003,1.000,0.005,0.014,0.009
atheists,0.000,0.003,1.000,0.005,0.014,0.009
pantheon,0.000,0.003,1.000,0.005,0.014,0.009
schematic,0.000,0.003,1.000,0.005,0.014,0.009
medicines,0.000,0.003,1.000,0.005,0.014,0.009
shamans,0.000,0.003,1.000,0.005,0.014,0.009
mexico,0.000,0.003,1.000,0.005,0.014,0.009
strangle,0.000,0.003,1.000,0.005,0.014,0.009
belonged,0.000,0.003,1.000,0.005,0.014,0.009
cults,0.000,0.003,1.000,0.005,0.014,0.009
orphic,0.000,0.003,1.000,0.005,0.014,0.009
eleusinian,0.000,0.003,1.000,0.005,0.014,0.009
bacchae,0.000,0.003,1.000,0.005,0.014,0.009
shamanic,0.000,0.003,1.000,0.005,0.014,0.009
inheriting,0.000,0.003,1.000,0.005,0.014,0.009
cancel,0.000,0.003,1.000,0.005,0.014,0.009
confucianism,0.000,0.003,1.000,0.005,0.014,0.009
adequately,0.000,0.003,1.000,0.005,0.014,0.009
lamrim,0.000,0.003,1.000,0.005,0.014,0.009
blinded,0.000,0.003,1.000,0.005,0.014,0.009
reassess,0.000,0.003,1.000,0.005,0.014,0.009
comprehensive,0.000,0.003,1.000,0.005,0.014,0.009
meno's,0.000,0.003,1.000,0.005,0.014,0.009
moore's,0.000,0.003,1.000,0.005,0.014,0.009
borne,0.000,0.003,1.000,0.005,0.014,0.009
scrupulously,0.000,0.003,1.000,0.005,0.014,0.009
shantideva's,0.000,0.003,1.000,0.005,0.014,0.009
bodhicaryavatara,0.000,0.003,1.000,0.005,0.014,0.009
collage,0.000,0.003,1.000,0.005,0.014,0.009
20th-century,0.000,0.003,1.000,0.005,0.014,0.009
look-in,0.000,0.003,1.000,0.005,0.014,0.009
optimize,0.000,0.003,1.000,0.005,0.014,0.009
3rd-century,0.000,0.003,1.000,0.005,0.014,0.009
citations,0.000,0.003,1.000,0.005,0.014,0.009
aristophanes,0.000,0.003,1.000,0.005,0.014,0.009
buddies,0.000,0.003,1.000,0.005,0.014,0.009
slumber,0.000,0.003,1.000,0.005,0.014,0.009
tackle,0.000,0.003,1.000,0.005,0.014,0.009
nitty-gritty,0.000,0.003,1.000,0.005,0.014,0.009
long-ago,0.000,0.003,1.000,0.005,0.014,0.009
emblematic,0.000,0.003,1.000,0.005,0.014,0.009
college-age,0.000,0.003,1.000,0.005,0.014,0.009
coalesce,0.000,0.003,1.000,0.005,0.014,0.009
conjectured,0.000,0.003,1.000,0.005,0.014,0.009
educate,0.000,0.003,1.000,0.005,0.014,0.009
exams,0.000,0.003,1.000,0.005,0.014,0.009
weirdly,0.000,0.003,1.000,0.005,0.014,0.009
mdiv,0.000,0.003,1.000,0.005,0.014,0.009
portland,0.000,0.003,1.000,0.005,0.014,0.009
co-chair,0.000,0.003,1.000,0.005,0.014,0.009
innovations,0.000,0.003,1.000,0.005,0.014,0.009
enthused,0.000,0.003,1.000,0.005,0.014,0.009
segue,0.000,0.003,1.000,0.005,0.014,0.009
karmapa,0.000,0.003,1.000,0.005,0.014,0.009
self-knowing,0.000,0.003,1.000,0.005,0.014,0.009
disclaimer,0.000,0.003,1.000,0.005,0.014,0.009
madhyamaka,0.000,0.003,1.000,0.005,0.014,0.009
intricate,0.000,0.003,1.000,0.005,0.014,0.009
inter-relational,0.000,0.003,1.000,0.005,0.014,0.009
annihilate,0.000,0.003,1.000,0.005,0.014,0.009
diagnose,0.000,0.003,1.000,0.005,0.014,0.009
signpost,0.000,0.003,1.000,0.005,0.014,0.009
path-oriented,0.000,0.003,1.000,0.005,0.014,0.009
prescriptions,0.000,0.003,1.000,0.005,0.014,0.009
impetus,0.000,0.003,1.000,0.005,0.014,0.009
vanquish,0.000,0.003,1.000,0.005,0.014,0.009
pioneering,0.000,0.003,1.000,0.005,0.014,0.009
carrie,0.000,0.003,1.000,0.005,0.014,0.009
doehring,0.000,0.003,1.000,0.005,0.014,0.009
intercultural,0.000,0.003,1.000,0.005,0.014,0.009
systemically,0.000,0.003,1.000,0.005,0.014,0.009
mounting,0.000,0.003,1.000,0.005,0.014,0.009
expenses,0.000,0.003,1.000,0.005,0.014,0.009
divorce,0.000,0.003,1.000,0.005,0.014,0.009
miscarriage,0.000,0.003,1.000,0.005,0.014,0.009
icebreaker,0.000,0.003,1.000,0.005,0.014,0.009
intrusive,0.000,0.003,1.000,0.005,0.014,0.009
powerlessly,0.000,0.003,1.000,0.005,0.014,0.009
self-grasping,0.000,0.003,1.000,0.005,0.014,0.009
self-reification,0.000,0.003,1.000,0.005,0.014,0.009
thinly,0.000,0.003,1.000,0.005,0.014,0.009
veiled,0.000,0.003,1.000,0.005,0.014,0.009
demonstrably,0.000,0.003,1.000,0.005,0.014,0.009
impasse,0.000,0.003,1.000,0.005,0.014,0.009
conflation,0.000,0.003,1.000,0.005,0.014,0.009
paramedics,0.000,0.003,1.000,0.005,0.014,0.009
wheelchair,0.000,0.003,1.000,0.005,0.014,0.009
underwent,0.000,0.003,1.000,0.005,0.014,0.009
cpr,0.000,0.003,1.000,0.005,0.014,0.009
transferred,0.000,0.003,1.000,0.005,0.014,0.009
degenerative,0.000,0.003,1.000,0.005,0.014,0.009
blinking,0.000,0.003,1.000,0.005,0.014,0.009
evangelical,0.000,0.003,1.000,0.005,0.014,0.009
anoxic,0.000,0.003,1.000,0.005,0.014,0.009
goodbyes,0.000,0.003,1.000,0.005,0.014,0.009
professed,0.000,0.003,1.000,0.005,0.014,0.009
narcissistic,0.000,0.003,1.000,0.005,0.014,0.009
dominantly,0.000,0.003,1.000,0.005,0.014,0.009
unmanaged,0.000,0.003,1.000,0.005,0.014,0.009
race-based,0.000,0.003,1.000,0.005,0.014,0.009
inequities,0.000,0.003,1.000,0.005,0.014,0.009
systemic,0.000,0.003,1.000,0.005,0.014,0.009
stereotype,0.000,0.003,1.000,0.005,0.014,0.009
rapport,0.000,0.003,1.000,0.005,0.014,0.009
intergenerational,0.000,0.003,1.000,0.005,0.014,0.009
epigenetics,0.000,0.003,1.000,0.005,0.014,0.009
chains,0.000,0.003,1.000,0.005,0.014,0.009
nvc,0.000,0.003,1.000,0.005,0.014,0.009
bedstand,0.000,0.003,1.000,0.005,0.014,0.009
deepened,0.000,0.003,1.000,0.005,0.014,0.009
johari,0.000,0.003,1.000,0.005,0.014,0.009
astrology,0.000,0.003,1.000,0.005,0.014,0.009
rows,0.000,0.003,1.000,0.005,0.014,0.009
truest,0.000,0.003,1.000,0.005,0.014,0.009
harmonized,0.000,0.003,1.000,0.005,0.014,0.009
wisdoms,0.000,0.003,1.000,0.005,0.014,0.009
exudes,0.000,0.003,1.000,0.005,0.014,0.009
slipperiest,0.000,0.003,1.000,0.005,0.014,0.009
irene,0.000,0.003,1.000,0.005,0.014,0.009
rockwell,0.000,0.003,1.000,0.005,0.014,0.009
sameness,0.000,0.003,1.000,0.005,0.014,0.009
attentively,0.000,0.003,1.000,0.005,0.014,0.009
disseminated,0.000,0.003,1.000,0.005,0.014,0.009
solemnly,0.000,0.003,1.000,0.005,0.014,0.009
templates,0.000,0.003,1.000,0.005,0.014,0.009
great-grandparents,0.000,0.003,1.000,0.005,0.014,0.009
marital,0.000,0.003,1.000,0.005,0.014,0.009
disclose,0.000,0.003,1.000,0.005,0.014,0.009
charting,0.000,0.003,1.000,0.005,0.014,0.009
twos,0.000,0.003,1.000,0.005,0.014,0.009
two's,0.000,0.003,1.000,0.005,0.014,0.009
detriment,0.000,0.003,1.000,0.005,0.014,0.009
relatedness,0.000,0.003,1.000,0.005,0.014,0.009
disintegrated,0.000,0.003,1.000,0.005,0.014,0.009
rambo,0.000,0.003,1.000,0.005,0.014,0.009
competencies,0.000,0.003,1.000,0.005,0.014,0.009
dharmalogical,0.000,0.003,1.000,0.005,0.014,0.009
theos,0.000,0.003,1.000,0.005,0.014,0.009
codependently,0.000,0.003,1.000,0.005,0.014,0.009
peter's,0.000,0.003,1.000,0.005,0.014,0.009
inherency,0.000,0.003,1.000,0.005,0.014,0.009
sexist,0.000,0.003,1.000,0.005,0.014,0.009
insensitive,0.000,0.003,1.000,0.005,0.014,0.009
guesser,0.000,0.003,1.000,0.005,0.014,0.009
invariably,0.000,0.003,1.000,0.005,0.014,0.009
teamwork,0.000,0.003,1.000,0.005,0.014,0.009
trinidad,0.000,0.003,1.000,0.005,0.014,0.009
anti-spiritual,0.000,0.003,1.000,0.005,0.014,0.009
gaggy,0.000,0.003,1.000,0.005,0.014,0.009
remobilized,0.000,0.003,1.000,0.005,0.014,0.009
imprints,0.000,0.003,1.000,0.005,0.014,0.009
overidentification,0.000,0.003,1.000,0.005,0.014,0.009
crabby,0.000,0.003,1.000,0.005,0.014,0.009
dived,0.000,0.003,1.000,0.005,0.014,0.009
specialization,0.000,0.003,1.000,0.005,0.014,0.009
filmmaker,0.000,0.003,1.000,0.005,0.014,0.009
keith,0.000,0.003,1.000,0.005,0.014,0.009
wakefield,0.000,0.003,1.000,0.005,0.014,0.009
hyper-education,0.000,0.003,1.000,0.005,0.011,0.008
ajaan,0.000,0.003,1.000,0.005,0.010,0.007
oberlin,0.000,0.003,1.000,0.005,0.010,0.007
jotiko,0.000,0.003,1.000,0.005,0.010,0.007
dhammatalks,0.000,0.003,1.000,0.005,0.010,0.007
detected,0.000,0.003,1.000,0.005,0.010,0.007
12-page,0.000,0.003,1.000,0.005,0.010,0.007
congratulated,0.000,0.003,1.000,0.005,0.010,0.007
yacht,0.000,0.003,1.000,0.005,0.010,0.007
cursory,0.000,0.003,1.000,0.005,0.010,0.007
splat,0.000,0.003,1.000,0.005,0.010,0.007
wiped,0.000,0.003,1.000,0.005,0.010,0.007
delays,0.000,0.003,1.000,0.005,0.010,0.007
unfabricated,0.000,0.003,1.000,0.005,0.010,0.007
undeceptive,0.000,0.003,1.000,0.005,0.010,0.007
materialist,0.000,0.003,1.000,0.005,0.010,0.007
determinism,0.000,0.003,1.000,0.005,0.010,0.007
botch,0.000,0.003,1.000,0.005,0.010,0.007
sagesses,0.000,0.003,1.000,0.005,0.010,0.007
bouddhistes,0.000,0.003,1.000,0.005,0.010,0.007
interviewer,0.000,0.003,1.000,0.005,0.010,0.007
interviewing,0.000,0.003,1.000,0.005,0.010,0.007
pessimistic,0.000,0.003,1.000,0.005,0.010,0.007
defeatist,0.000,0.003,1.000,0.005,0.010,0.007
romantics,0.000,0.003,1.000,0.005,0.010,0.007
urging,0.000,0.003,1.000,0.005,0.010,0.007
rousing,0.000,0.003,1.000,0.005,0.010,0.007
forsaking,0.000,0.003,1.000,0.005,0.010,0.007
forsake,0.000,0.003,1.000,0.005,0.010,0.007
brainless,0.000,0.003,1.000,0.005,0.010,0.007
novelist,0.000,0.003,1.000,0.005,0.010,0.007
jeanne,0.000,0.003,1.000,0.005,0.010,0.007
larsen,0.000,0.003,1.000,0.005,0.010,0.007
no-brainers,0.000,0.003,1.000,0.005,0.010,0.007
scrimp,0.000,0.003,1.000,0.005,0.010,0.007
non-animosity,0.000,0.003,1.000,0.005,0.010,0.007
pleads,0.000,0.003,1.000,0.005,0.010,0.007
hire,0.000,0.003,1.000,0.005,0.010,0.007
deceit,0.000,0.003,1.000,0.005,0.010,0.007
countercultural,0.000,0.003,1.000,0.005,0.010,0.007
puns,0.000,0.003,1.000,0.005,0.010,0.007
invoking,0.000,0.003,1.000,0.005,0.010,0.007
concerted,0.000,0.003,1.000,0.005,0.010,0.007
harvested,0.000,0.003,1.000,0.005,0.010,0.007
shots,0.000,0.003,1.000,0.005,0.010,0.007
masses,0.000,0.003,1.000,0.005,0.010,0.007
craftspeople,0.000,0.003,1.000,0.005,0.010,0.007
waylaid,0.000,0.003,1.000,0.005,0.010,0.007
businessman,0.000,0.003,1.000,0.005,0.010,0.007
businessmen,0.000,0.003,1.000,0.005,0.010,0.007
succeeds,0.000,0.003,1.000,0.005,0.010,0.007
divisively,0.000,0.003,1.000,0.005,0.010,0.007
misrepresents,0.000,0.003,1.000,0.005,0.010,0.007
misrepresentations,0.000,0.003,1.000,0.005,0.010,0.007
humorists,0.000,0.003,1.000,0.005,0.010,0.007
divulge,0.000,0.003,1.000,0.005,0.010,0.007
sectarians,0.000,0.003,1.000,0.005,0.010,0.007
niganthas,0.000,0.003,1.000,0.005,0.010,0.007
digress,0.000,0.003,1.000,0.005,0.010,0.007
peppers,0.000,0.003,1.000,0.005,0.010,0.007
curse,0.000,0.003,1.000,0.005,0.010,0.007
herbicide,0.000,0.003,1.000,0.005,0.010,0.007
cursed,0.000,0.003,1.000,0.005,0.010,0.007
illicit,0.000,0.003,1.000,0.005,0.010,0.007
noblest,0.000,0.003,1.000,0.005,0.010,0.007
indians,0.000,0.003,1.000,0.005,0.010,0.007
flute,0.000,0.003,1.000,0.005,0.010,0.007
hankerings,0.000,0.003,1.000,0.005,0.010,0.007
brute,0.000,0.003,1.000,0.005,0.010,0.007
bug,0.000,0.003,1.000,0.005,0.010,0.007
fours,0.000,0.003,1.000,0.005,0.010,0.007
